UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3
530653,1,-1.0,7.0,-1.0
531228,1,9.0,-1.0,-1.0
531326,1,2.0,-1.0,-1.0
531659,1,-1.0,3.0,-1.0
531734,1,6.0,-1.0,-1.0
531858,1,-1.0,0.0,-1.0
532144,1,-1.0,8.0,-1.0
532385,1,-1.0,0.0,-1.0
532471,1,-1.0,2.0,-1.0
532546,1,-1.0,2.0,-1.0
532644,1,-1.0,7.0,-1.0
532733,1,-1.0,8.0,-1.0
533035,1,3.0,-1.0,-1.0
533121,1,6.0,-1.0,-1.0
533205,1,-1.0,5.0,-1.0
533247,1,-1.0,6.0,-1.0
533324,1,6.0,-1.0,-1.0
533375,1,-1.0,7.0,-1.0
533525,1,-1.0,4.0,-1.0
533752,1,4.0,-1.0,-1.0
533915,1,6.0,-1.0,-1.0
534007,1,1.0,-1.0,-1.0
534085,1,-1.0,4.0,-1.0
534496,1,9.0,-1.0,-1.0
534679,1,-1.0,5.0,-1.0
534909,1,4.0,-1.0,-1.0
534969,1,7.0,-1.0,-1.0
535316,1,0.0,-1.0,-1.0
535381,1,-1.0,0.0,-1.0
535548,1,-1.0,6.0,-1.0
535576,1,4.0,-1.0,-1.0
536116,1,-1.0,0.0,-1.0
536232,1,-1.0,0.0,-1.0
536251,1,1.0,-1.0,-1.0
536458,1,9.0,-1.0,-1.0
536759,1,-1.0,7.0,-1.0
537001,1,6.0,-1.0,-1.0
537034,1,-1.0,7.0,-1.0
537217,1,-1.0,1.0,-1.0
537390,1,4.0,-1.0,-1.0
537472,1,-1.0,6.0,-1.0
537572,1,0.0,-1.0,-1.0
537780,1,-1.0,4.0,-1.0
537799,1,-1.0,5.0,-1.0
538092,1,0.0,-1.0,-1.0
538227,1,-1.0,1.0,-1.0
538412,1,1.0,-1.0,-1.0
538585,1,-1.0,3.0,-1.0
538723,1,2.0,-1.0,-1.0
539264,1,6.0,-1.0,-1.0
539489,1,-1.0,4.0,-1.0
539556,1,8.0,-1.0,-1.0
539896,1,-1.0,3.0,-1.0
539918,1,-1.0,8.0,-1.0
540135,1,0.0,-1.0,-1.0
540476,1,3.0,-1.0,-1.0
540688,1,-1.0,1.0,-1.0
540728,1,3.0,-1.0,-1.0
540755,1,-1.0,9.0,-1.0
540760,1,-1.0,9.0,-1.0
540907,1,5.0,-1.0,-1.0
541278,1,7.0,-1.0,-1.0
541546,1,-1.0,4.0,-1.0
541620,1,2.0,-1.0,-1.0
541829,1,-1.0,0.0,-1.0
541847,1,4.0,-1.0,-1.0
541903,1,-1.0,0.0,-1.0
542283,1,-1.0,6.0,-1.0
542625,1,8.0,-1.0,-1.0
542687,1,-1.0,2.0,-1.0
542790,1,8.0,-1.0,-1.0
542994,1,-1.0,4.0,-1.0
543342,1,2.0,-1.0,-1.0
543454,1,-1.0,0.0,-1.0
543469,1,5.0,-1.0,-1.0
543836,1,-1.0,5.0,-1.0
544097,1,-1.0,7.0,-1.0
544335,1,6.0,-1.0,-1.0
544385,1,-1.0,5.0,-1.0
544749,1,9.0,-1.0,-1.0
544765,1,9.0,-1.0,-1.0
544861,1,-1.0,6.0,-1.0
544940,1,0.0,-1.0,-1.0
544958,1,0.0,-1.0,-1.0
545111,1,-1.0,8.0,-1.0
545185,1,5.0,-1.0,-1.0
545297,1,1.0,-1.0,-1.0
545563,1,3.0,-1.0,-1.0
545626,1,1.0,-1.0,-1.0
545750,1,-1.0,7.0,-1.0
545811,1,-1.0,7.0,-1.0
546070,1,-1.0,4.0,-1.0
547655,1,1.0,-1.0,-1.0
547825,1,6.0,-1.0,-1.0
547928,1,8.0,-1.0,-1.0
548434,1,9.0,-1.0,-1.0
548648,1,9.0,-1.0,-1.0
549138,1,-1.0,1.0,-1.0
549492,1,-1.0,9.0,-1.0
549756,1,-1.0,5.0,-1.0
550362,1,8.0,-1.0,-1.0
550405,1,8.0,-1.0,-1.0
550712,1,-1.0,4.0,-1.0
550853,1,-1.0,5.0,-1.0
550896,1,-1.0,2.0,-1.0
551279,1,-1.0,8.0,-1.0
551443,1,1.0,-1.0,-1.0
551561,1,-1.0,7.0,-1.0
552313,1,5.0,-1.0,-1.0
552327,1,-1.0,8.0,-1.0
552351,1,-1.0,1.0,-1.0
552565,1,9.0,-1.0,-1.0
553965,1,2.0,-1.0,-1.0
554134,1,8.0,-1.0,-1.0
554174,1,9.0,-1.0,-1.0
554202,1,7.0,-1.0,-1.0
554900,1,-1.0,4.0,-1.0
554981,1,-1.0,4.0,-1.0
555286,1,5.0,-1.0,-1.0
555449,1,-1.0,0.0,-1.0
555898,1,3.0,-1.0,-1.0
555906,1,2.0,-1.0,-1.0
555935,1,-1.0,7.0,-1.0
556220,1,0.0,-1.0,-1.0
556367,1,3.0,-1.0,-1.0
556680,1,-1.0,5.0,-1.0
556773,1,6.0,-1.0,-1.0
557349,1,7.0,-1.0,-1.0
557512,1,-1.0,2.0,-1.0
557810,1,-1.0,6.0,-1.0
557831,1,3.0,-1.0,-1.0
557965,1,-1.0,3.0,-1.0
557984,1,-1.0,4.0,-1.0
558010,1,-1.0,6.0,-1.0
558133,1,5.0,-1.0,-1.0
558546,1,-1.0,6.0,-1.0
558691,1,-1.0,1.0,-1.0
559420,1,4.0,-1.0,-1.0
559501,1,-1.0,5.0,-1.0
559894,1,-1.0,8.0,-1.0
559930,1,0.0,-1.0,-1.0
560457,1,-1.0,5.0,-1.0
560625,1,-1.0,0.0,-1.0
560960,1,9.0,-1.0,-1.0
561034,1,5.0,-1.0,-1.0
561057,1,4.0,-1.0,-1.0
561193,1,-1.0,0.0,-1.0
561251,1,2.0,-1.0,-1.0
561305,1,8.0,-1.0,-1.0
561387,1,-1.0,7.0,-1.0
561595,1,-1.0,3.0,-1.0
561651,1,-1.0,5.0,-1.0
561898,1,6.0,-1.0,-1.0
562183,1,1.0,-1.0,-1.0
562301,1,3.0,-1.0,-1.0
562710,1,4.0,-1.0,-1.0
562721,1,2.0,-1.0,-1.0
562771,1,0.0,-1.0,-1.0
563008,1,-1.0,0.0,-1.0
563057,1,-1.0,2.0,-1.0
563107,1,-1.0,7.0,-1.0
563145,1,0.0,-1.0,-1.0
563293,1,4.0,-1.0,-1.0
563568,1,-1.0,8.0,-1.0
563714,1,4.0,-1.0,-1.0
563981,1,5.0,-1.0,-1.0
564001,1,6.0,-1.0,-1.0
564157,1,4.0,-1.0,-1.0
564463,1,-1.0,5.0,-1.0
564619,1,0.0,-1.0,-1.0
564621,1,4.0,-1.0,-1.0
564697,1,-1.0,5.0,-1.0
564740,1,5.0,-1.0,-1.0
564786,1,-1.0,4.0,-1.0
564926,1,1.0,-1.0,-1.0
565089,1,4.0,-1.0,-1.0
565417,1,2.0,-1.0,-1.0
565495,1,-1.0,1.0,-1.0
565616,1,-1.0,1.0,-1.0
565690,1,0.0,-1.0,-1.0
566172,1,1.0,-1.0,-1.0
566429,1,-1.0,6.0,-1.0
566674,1,5.0,-1.0,-1.0
566789,1,-1.0,2.0,-1.0
567299,1,6.0,-1.0,-1.0
567852,1,-1.0,7.0,-1.0
567915,1,3.0,-1.0,-1.0
568246,1,-1.0,7.0,-1.0
568456,1,6.0,-1.0,-1.0
568504,1,0.0,-1.0,-1.0
568706,1,9.0,-1.0,-1.0
569120,1,-1.0,8.0,-1.0
569479,1,5.0,-1.0,-1.0
569590,1,-1.0,9.0,-1.0
569626,1,8.0,-1.0,-1.0
570408,1,-1.0,1.0,-1.0
570510,1,-1.0,4.0,-1.0
570672,1,-1.0,5.0,-1.0
570715,1,-1.0,8.0,-1.0
571118,1,-1.0,9.0,-1.0
571145,1,8.0,-1.0,-1.0
571216,1,9.0,-1.0,-1.0
571529,1,-1.0,8.0,-1.0
572137,1,-1.0,5.0,-1.0
572200,1,-1.0,4.0,-1.0
572371,1,1.0,-1.0,-1.0
572500,1,-1.0,8.0,-1.0
572517,1,-1.0,9.0,-1.0
572681,1,-1.0,9.0,-1.0
572928,1,3.0,-1.0,-1.0
573278,1,-1.0,1.0,-1.0
573379,1,6.0,-1.0,-1.0
573386,1,2.0,-1.0,-1.0
574161,1,-1.0,0.0,-1.0
574765,1,1.0,-1.0,-1.0
574912,1,8.0,-1.0,-1.0
575109,1,5.0,-1.0,-1.0
575122,1,3.0,-1.0,-1.0
575178,1,0.0,-1.0,-1.0
575201,1,-1.0,3.0,-1.0
575506,1,-1.0,8.0,-1.0
575508,1,-1.0,5.0,-1.0
575707,1,7.0,-1.0,-1.0
576198,1,0.0,-1.0,-1.0
576415,1,-1.0,1.0,-1.0
576818,1,6.0,-1.0,-1.0
576876,1,-1.0,4.0,-1.0
577071,1,-1.0,0.0,-1.0
577077,1,-1.0,0.0,-1.0
577172,1,-1.0,4.0,-1.0
577310,1,5.0,-1.0,-1.0
577319,1,0.0,-1.0,-1.0
577365,1,-1.0,9.0,-1.0
577588,1,-1.0,3.0,-1.0
577613,1,9.0,-1.0,-1.0
578791,1,4.0,-1.0,-1.0
578856,1,-1.0,5.0,-1.0
578907,1,7.0,-1.0,-1.0
579102,1,2.0,-1.0,-1.0
580085,1,7.0,-1.0,-1.0
580223,1,-1.0,9.0,-1.0
580271,1,-1.0,2.0,-1.0
580310,1,5.0,-1.0,-1.0
580664,1,-1.0,1.0,-1.0
580747,1,-1.0,1.0,-1.0
580857,1,-1.0,4.0,-1.0
580889,1,4.0,-1.0,-1.0
581215,1,-1.0,4.0,-1.0
581633,1,-1.0,6.0,-1.0
581736,1,-1.0,3.0,-1.0
581783,1,-1.0,2.0,-1.0
582222,1,3.0,-1.0,-1.0
582235,1,3.0,-1.0,-1.0
582268,1,-1.0,8.0,-1.0
582469,1,-1.0,6.0,-1.0
583114,1,0.0,-1.0,-1.0
583487,1,-1.0,5.0,-1.0
583637,1,4.0,-1.0,-1.0
583766,1,-1.0,5.0,-1.0
583840,1,1.0,-1.0,-1.0
583850,1,-1.0,2.0,-1.0
583914,1,-1.0,2.0,-1.0
584026,1,-1.0,0.0,-1.0
584097,1,-1.0,1.0,-1.0
584150,1,-1.0,9.0,-1.0
584469,1,-1.0,8.0,-1.0
584625,1,1.0,-1.0,-1.0
584676,1,-1.0,2.0,-1.0
584785,1,2.0,-1.0,-1.0
585093,1,8.0,-1.0,-1.0
585148,1,-1.0,6.0,-1.0
585234,1,-1.0,5.0,-1.0
585269,1,-1.0,6.0,-1.0
585579,1,9.0,-1.0,-1.0
585603,1,7.0,-1.0,-1.0
586314,1,-1.0,7.0,-1.0
586368,1,-1.0,1.0,-1.0
586391,1,1.0,-1.0,-1.0
587077,1,6.0,-1.0,-1.0
587101,1,3.0,-1.0,-1.0
587129,1,-1.0,5.0,-1.0
587330,1,-1.0,9.0,-1.0
587483,1,-1.0,8.0,-1.0
587697,1,5.0,-1.0,-1.0
587952,1,-1.0,4.0,-1.0
587987,1,-1.0,6.0,-1.0
588034,1,-1.0,9.0,-1.0
588409,1,9.0,-1.0,-1.0
589124,1,3.0,-1.0,-1.0
589263,1,7.0,-1.0,-1.0
589399,1,9.0,-1.0,-1.0
589437,1,-1.0,3.0,-1.0
589446,1,7.0,-1.0,-1.0
589515,1,5.0,-1.0,-1.0
589557,1,5.0,-1.0,-1.0
589582,1,0.0,-1.0,-1.0
589944,1,8.0,-1.0,-1.0
589955,1,-1.0,4.0,-1.0
589966,1,-1.0,4.0,-1.0
590336,1,-1.0,3.0,-1.0
590340,1,-1.0,5.0,-1.0
590520,1,-1.0,1.0,-1.0
590936,1,-1.0,5.0,-1.0
591016,1,4.0,-1.0,-1.0
591032,1,-1.0,4.0,-1.0
591039,1,-1.0,2.0,-1.0
591193,1,-1.0,6.0,-1.0
591547,1,5.0,-1.0,-1.0
591717,1,0.0,-1.0,-1.0
592421,1,0.0,-1.0,-1.0
592438,1,1.0,-1.0,-1.0
592512,1,-1.0,6.0,-1.0
592819,1,9.0,-1.0,-1.0
592917,1,-1.0,7.0,-1.0
592946,1,7.0,-1.0,-1.0
593058,1,-1.0,2.0,-1.0
593167,1,-1.0,9.0,-1.0
593660,1,-1.0,0.0,-1.0
593711,1,1.0,-1.0,-1.0
594349,1,-1.0,9.0,-1.0
594716,1,-1.0,2.0,-1.0
594882,1,1.0,-1.0,-1.0
595123,1,-1.0,2.0,-1.0
595235,1,-1.0,9.0,-1.0
595253,1,-1.0,5.0,-1.0
595578,1,8.0,-1.0,-1.0
595787,1,2.0,-1.0,-1.0
596032,1,-1.0,8.0,-1.0
596306,1,1.0,-1.0,-1.0
597477,1,2.0,-1.0,-1.0
597974,1,-1.0,6.0,-1.0
598226,1,-1.0,8.0,-1.0
598915,1,8.0,-1.0,-1.0
599218,1,6.0,-1.0,-1.0
599246,1,3.0,-1.0,-1.0
599396,1,-1.0,6.0,-1.0
599473,1,8.0,-1.0,-1.0
599914,1,-1.0,6.0,-1.0
600145,1,-1.0,5.0,-1.0
600607,1,-1.0,5.0,-1.0
600794,1,-1.0,6.0,-1.0
600800,1,7.0,-1.0,-1.0
601015,1,-1.0,0.0,-1.0
601372,1,-1.0,1.0,-1.0
601508,1,-1.0,2.0,-1.0
601525,1,0.0,-1.0,-1.0
601568,1,-1.0,8.0,-1.0
601711,1,-1.0,5.0,-1.0
601754,1,-1.0,4.0,-1.0
602319,1,-1.0,0.0,-1.0
602527,1,2.0,-1.0,-1.0
602763,1,7.0,-1.0,-1.0
603243,1,-1.0,0.0,-1.0
603289,1,7.0,-1.0,-1.0
603336,1,-1.0,9.0,-1.0
603510,1,-1.0,5.0,-1.0
603678,1,0.0,-1.0,-1.0
603852,1,-1.0,7.0,-1.0
604245,1,-1.0,9.0,-1.0
604379,1,-1.0,0.0,-1.0
604963,1,-1.0,0.0,-1.0
605389,1,6.0,-1.0,-1.0
605889,1,2.0,-1.0,-1.0
605911,1,-1.0,5.0,-1.0
605974,1,-1.0,5.0,-1.0
606032,1,-1.0,4.0,-1.0
606038,1,-1.0,6.0,-1.0
606656,1,2.0,-1.0,-1.0
606814,1,-1.0,0.0,-1.0
606978,1,3.0,-1.0,-1.0
607022,1,3.0,-1.0,-1.0
607590,1,-1.0,6.0,-1.0
607640,1,-1.0,4.0,-1.0
607770,1,-1.0,1.0,-1.0
608021,1,-1.0,8.0,-1.0
608044,1,-1.0,2.0,-1.0
608501,1,8.0,-1.0,-1.0
608731,1,-1.0,9.0,-1.0
608933,1,0.0,-1.0,-1.0
608956,1,-1.0,5.0,-1.0
609110,1,7.0,-1.0,-1.0
609227,1,8.0,-1.0,-1.0
609514,1,-1.0,3.0,-1.0
609739,1,-1.0,4.0,-1.0
609943,1,2.0,-1.0,-1.0
609948,1,4.0,-1.0,-1.0
610015,1,-1.0,2.0,-1.0
610119,1,-1.0,8.0,-1.0
610361,1,5.0,-1.0,-1.0
610784,1,3.0,-1.0,-1.0
610825,1,1.0,-1.0,-1.0
610906,1,-1.0,3.0,-1.0
611141,1,-1.0,4.0,-1.0
611255,1,3.0,-1.0,-1.0
611330,1,-1.0,5.0,-1.0
611542,1,1.0,-1.0,-1.0
611581,1,-1.0,8.0,-1.0
611650,1,4.0,-1.0,-1.0
611683,1,4.0,-1.0,-1.0
612304,1,9.0,-1.0,-1.0
612369,1,-1.0,9.0,-1.0
612431,1,-1.0,0.0,-1.0
612490,1,2.0,-1.0,-1.0
612564,1,5.0,-1.0,-1.0
612908,1,-1.0,9.0,-1.0
613143,1,1.0,-1.0,-1.0
613442,1,1.0,-1.0,-1.0
613475,1,4.0,-1.0,-1.0
613541,1,-1.0,4.0,-1.0
613818,1,-1.0,6.0,-1.0
614256,1,0.0,-1.0,-1.0
614373,1,-1.0,2.0,-1.0
614488,1,-1.0,3.0,-1.0
614983,1,-1.0,7.0,-1.0
615039,1,-1.0,7.0,-1.0
615211,1,2.0,-1.0,-1.0
615228,1,5.0,-1.0,-1.0
615668,1,-1.0,1.0,-1.0
616022,1,-1.0,7.0,-1.0
616158,1,5.0,-1.0,-1.0
616183,1,5.0,-1.0,-1.0
616676,1,-1.0,8.0,-1.0
616947,1,4.0,-1.0,-1.0
616979,1,9.0,-1.0,-1.0
616982,1,-1.0,6.0,-1.0
617534,1,-1.0,8.0,-1.0
617895,1,7.0,-1.0,-1.0
618469,1,-1.0,2.0,-1.0
618827,1,-1.0,5.0,-1.0
619807,1,-1.0,1.0,-1.0
619919,1,2.0,-1.0,-1.0
619999,1,4.0,-1.0,-1.0
620295,1,3.0,-1.0,-1.0
620358,1,3.0,-1.0,-1.0
620658,1,8.0,-1.0,-1.0
620701,1,-1.0,5.0,-1.0
620919,1,-1.0,6.0,-1.0
620948,1,-1.0,6.0,-1.0
621090,1,7.0,-1.0,-1.0
621353,1,2.0,-1.0,-1.0
621395,1,-1.0,2.0,-1.0
621439,1,-1.0,9.0,-1.0
621505,1,-1.0,3.0,-1.0
621705,1,0.0,-1.0,-1.0
621741,1,7.0,-1.0,-1.0
622336,1,0.0,-1.0,-1.0
622456,1,-1.0,5.0,-1.0
622772,1,5.0,-1.0,-1.0
622824,1,-1.0,2.0,-1.0
622840,1,-1.0,8.0,-1.0
623673,1,-1.0,3.0,-1.0
623716,1,2.0,-1.0,-1.0
624374,1,-1.0,7.0,-1.0
624653,1,1.0,-1.0,-1.0
624741,1,0.0,-1.0,-1.0
624748,1,7.0,-1.0,-1.0
625017,1,-1.0,6.0,-1.0
625038,1,9.0,-1.0,-1.0
625238,1,-1.0,7.0,-1.0
625443,1,4.0,-1.0,-1.0
626055,1,-1.0,2.0,-1.0
626173,1,-1.0,0.0,-1.0
626534,1,1.0,-1.0,-1.0
626665,1,-1.0,3.0,-1.0
626675,1,-1.0,3.0,-1.0
626685,1,-1.0,3.0,-1.0
626947,1,5.0,-1.0,-1.0
627083,1,3.0,-1.0,-1.0
627200,1,-1.0,3.0,-1.0
627267,1,-1.0,4.0,-1.0
627406,1,-1.0,7.0,-1.0
627772,1,8.0,-1.0,-1.0
627824,1,0.0,-1.0,-1.0
627866,1,6.0,-1.0,-1.0
627924,1,-1.0,1.0,-1.0
628595,1,4.0,-1.0,-1.0
628637,1,8.0,-1.0,-1.0
628659,1,8.0,-1.0,-1.0
628786,1,-1.0,4.0,-1.0
629051,1,-1.0,8.0,-1.0
629201,1,-1.0,3.0,-1.0
629267,1,-1.0,8.0,-1.0
629337,1,-1.0,3.0,-1.0
629497,1,-1.0,9.0,-1.0
629871,1,2.0,-1.0,-1.0
630131,1,1.0,-1.0,-1.0
630684,1,5.0,-1.0,-1.0
630811,1,-1.0,3.0,-1.0
630956,1,-1.0,7.0,-1.0
630962,1,-1.0,7.0,-1.0
631234,1,3.0,-1.0,-1.0
631402,1,-1.0,0.0,-1.0
631781,1,-1.0,2.0,-1.0
632035,1,-1.0,6.0,-1.0
632316,1,-1.0,7.0,-1.0
632377,1,-1.0,8.0,-1.0
632936,1,4.0,-1.0,-1.0
633148,1,7.0,-1.0,-1.0
633918,1,-1.0,9.0,-1.0
633990,1,7.0,-1.0,-1.0
634371,1,-1.0,0.0,-1.0
634663,1,-1.0,8.0,-1.0
634757,1,-1.0,8.0,-1.0
635173,1,-1.0,4.0,-1.0
635193,1,-1.0,8.0,-1.0
635454,1,-1.0,2.0,-1.0
635503,1,-1.0,3.0,-1.0
636079,1,5.0,-1.0,-1.0
636715,1,-1.0,2.0,-1.0
636763,1,-1.0,2.0,-1.0
637201,1,2.0,-1.0,-1.0
637425,1,-1.0,1.0,-1.0
637563,1,5.0,-1.0,-1.0
637613,1,-1.0,0.0,-1.0
637654,1,-1.0,2.0,-1.0
637683,1,3.0,-1.0,-1.0
637780,1,-1.0,4.0,-1.0
637801,1,0.0,-1.0,-1.0
637909,1,-1.0,8.0,-1.0
637935,1,4.0,-1.0,-1.0
637937,1,2.0,-1.0,-1.0
638363,1,-1.0,8.0,-1.0
638498,1,0.0,-1.0,-1.0
638613,1,-1.0,9.0,-1.0
639238,1,-1.0,2.0,-1.0
639330,1,-1.0,8.0,-1.0
639976,1,0.0,-1.0,-1.0
640461,1,9.0,-1.0,-1.0
640526,1,-1.0,3.0,-1.0
640870,1,7.0,-1.0,-1.0
640900,1,-1.0,3.0,-1.0
641393,1,-1.0,9.0,-1.0
641613,1,-1.0,2.0,-1.0
641794,1,-1.0,1.0,-1.0
642204,1,-1.0,2.0,-1.0
642419,1,-1.0,2.0,-1.0
642614,1,4.0,-1.0,-1.0
642864,1,0.0,-1.0,-1.0
642871,1,-1.0,5.0,-1.0
642995,1,7.0,-1.0,-1.0
643023,1,-1.0,0.0,-1.0
643040,1,0.0,-1.0,-1.0
643088,1,-1.0,7.0,-1.0
643189,1,-1.0,8.0,-1.0
643352,1,8.0,-1.0,-1.0
643354,1,6.0,-1.0,-1.0
643356,1,7.0,-1.0,-1.0
643437,1,-1.0,2.0,-1.0
643712,1,6.0,-1.0,-1.0
643762,1,1.0,-1.0,-1.0
643832,1,8.0,-1.0,-1.0
644201,1,6.0,-1.0,-1.0
644320,1,0.0,-1.0,-1.0
644555,1,1.0,-1.0,-1.0
644923,1,-1.0,4.0,-1.0
645210,1,1.0,-1.0,-1.0
645304,1,7.0,-1.0,-1.0
645358,1,-1.0,1.0,-1.0
645490,1,-1.0,7.0,-1.0
645560,1,1.0,-1.0,-1.0
645577,1,7.0,-1.0,-1.0
645605,1,5.0,-1.0,-1.0
645621,1,7.0,-1.0,-1.0
645627,1,8.0,-1.0,-1.0
645650,1,-1.0,8.0,-1.0
645923,1,6.0,-1.0,-1.0
646156,1,-1.0,9.0,-1.0
646467,1,9.0,-1.0,-1.0
646805,1,1.0,-1.0,-1.0
647086,1,-1.0,2.0,-1.0
647235,1,1.0,-1.0,-1.0
647660,1,-1.0,8.0,-1.0
647830,1,-1.0,3.0,-1.0
647866,1,4.0,-1.0,-1.0
648563,1,-1.0,9.0,-1.0
648786,1,8.0,-1.0,-1.0
648894,1,-1.0,0.0,-1.0
649132,1,-1.0,9.0,-1.0
649364,1,-1.0,0.0,-1.0
649666,1,6.0,-1.0,-1.0
649704,1,-1.0,7.0,-1.0
650107,1,-1.0,6.0,-1.0
650305,1,5.0,-1.0,-1.0
650713,1,-1.0,7.0,-1.0
650752,1,-1.0,7.0,-1.0
651377,1,7.0,-1.0,-1.0
651474,1,-1.0,5.0,-1.0
651475,1,-1.0,3.0,-1.0
651811,1,-1.0,5.0,-1.0
652214,1,9.0,-1.0,-1.0
652477,1,-1.0,4.0,-1.0
652640,1,3.0,-1.0,-1.0
652797,1,4.0,-1.0,-1.0
652917,1,1.0,-1.0,-1.0
653061,1,7.0,-1.0,-1.0
653155,1,-1.0,0.0,-1.0
653328,1,-1.0,3.0,-1.0
653437,1,-1.0,0.0,-1.0
653704,1,5.0,-1.0,-1.0
653749,1,-1.0,8.0,-1.0
653897,1,3.0,-1.0,-1.0
653936,1,-1.0,6.0,-1.0
653994,1,1.0,-1.0,-1.0
654000,1,-1.0,7.0,-1.0
654024,1,-1.0,8.0,-1.0
654401,1,8.0,-1.0,-1.0
654546,1,-1.0,7.0,-1.0
654801,1,1.0,-1.0,-1.0
655035,1,-1.0,3.0,-1.0
655150,1,3.0,-1.0,-1.0
655336,1,5.0,-1.0,-1.0
655446,1,3.0,-1.0,-1.0
655476,1,-1.0,9.0,-1.0
655879,1,-1.0,2.0,-1.0
656217,1,-1.0,7.0,-1.0
656223,1,0.0,-1.0,-1.0
656406,1,-1.0,7.0,-1.0
657035,1,-1.0,0.0,-1.0
657238,1,2.0,-1.0,-1.0
657837,1,0.0,-1.0,-1.0
658194,1,-1.0,3.0,-1.0
658408,1,4.0,-1.0,-1.0
658524,1,8.0,-1.0,-1.0
658794,1,8.0,-1.0,-1.0
659029,1,-1.0,4.0,-1.0
659169,1,-1.0,4.0,-1.0
659311,1,9.0,-1.0,-1.0
659344,1,1.0,-1.0,-1.0
659365,1,6.0,-1.0,-1.0
659464,1,3.0,-1.0,-1.0
659914,1,1.0,-1.0,-1.0
660021,1,2.0,-1.0,-1.0
660120,1,-1.0,9.0,-1.0
660691,1,9.0,-1.0,-1.0
661025,1,9.0,-1.0,-1.0
661040,1,-1.0,5.0,-1.0
661272,1,4.0,-1.0,-1.0
661452,1,7.0,-1.0,-1.0
662261,1,7.0,-1.0,-1.0
662353,1,7.0,-1.0,-1.0
662414,1,-1.0,9.0,-1.0
663563,1,9.0,-1.0,-1.0
663699,1,9.0,-1.0,-1.0
663884,1,9.0,-1.0,-1.0
663892,1,8.0,-1.0,-1.0
663908,1,-1.0,5.0,-1.0
664100,1,-1.0,8.0,-1.0
664263,1,-1.0,5.0,-1.0
664288,1,2.0,-1.0,-1.0
664549,1,-1.0,7.0,-1.0
664662,1,4.0,-1.0,-1.0
664937,1,7.0,-1.0,-1.0
665146,1,-1.0,7.0,-1.0
665218,1,7.0,-1.0,-1.0
665400,1,7.0,-1.0,-1.0
666141,1,-1.0,6.0,-1.0
666310,1,6.0,-1.0,-1.0
666358,1,-1.0,7.0,-1.0
666389,1,9.0,-1.0,-1.0
666915,1,-1.0,9.0,-1.0
666927,1,7.0,-1.0,-1.0
666994,1,3.0,-1.0,-1.0
667183,1,3.0,-1.0,-1.0
667560,1,-1.0,9.0,-1.0
667576,1,-1.0,4.0,-1.0
667754,1,-1.0,4.0,-1.0
667934,1,2.0,-1.0,-1.0
668417,1,-1.0,0.0,-1.0
668641,1,-1.0,9.0,-1.0
668734,1,-1.0,6.0,-1.0
668819,1,1.0,-1.0,-1.0
668920,1,-1.0,1.0,-1.0
668944,1,-1.0,1.0,-1.0
669064,1,0.0,-1.0,-1.0
669131,1,-1.0,6.0,-1.0
669287,1,-1.0,6.0,-1.0
669558,1,-1.0,0.0,-1.0
669717,1,-1.0,1.0,-1.0
669923,1,-1.0,3.0,-1.0
669961,1,9.0,-1.0,-1.0
670160,1,-1.0,3.0,-1.0
670241,1,8.0,-1.0,-1.0
670276,1,8.0,-1.0,-1.0
670435,1,1.0,-1.0,-1.0
670868,1,-1.0,1.0,-1.0
671850,1,-1.0,5.0,-1.0
671966,1,-1.0,5.0,-1.0
672080,1,-1.0,7.0,-1.0
672175,1,-1.0,2.0,-1.0
672192,1,1.0,-1.0,-1.0
672710,1,4.0,-1.0,-1.0
672991,1,1.0,-1.0,-1.0
673068,1,6.0,-1.0,-1.0
673092,1,1.0,-1.0,-1.0
673129,1,8.0,-1.0,-1.0
673563,1,-1.0,9.0,-1.0
673771,1,-1.0,1.0,-1.0
673858,1,-1.0,6.0,-1.0
673877,1,0.0,-1.0,-1.0
674238,1,6.0,-1.0,-1.0
674432,1,-1.0,7.0,-1.0
674545,1,-1.0,5.0,-1.0
674563,1,-1.0,3.0,-1.0
674593,1,-1.0,1.0,-1.0
674823,1,-1.0,9.0,-1.0
675736,1,5.0,-1.0,-1.0
676003,1,-1.0,2.0,-1.0
676147,1,-1.0,5.0,-1.0
676170,1,4.0,-1.0,-1.0
676448,1,-1.0,3.0,-1.0
676858,1,3.0,-1.0,-1.0
677532,1,-1.0,1.0,-1.0
677890,1,-1.0,1.0,-1.0
677983,1,8.0,-1.0,-1.0
678008,1,-1.0,2.0,-1.0
678411,1,0.0,-1.0,-1.0
678701,1,-1.0,8.0,-1.0
678797,1,-1.0,3.0,-1.0
678865,1,1.0,-1.0,-1.0
678932,1,-1.0,4.0,-1.0
678946,1,9.0,-1.0,-1.0
679297,1,4.0,-1.0,-1.0
679411,1,-1.0,4.0,-1.0
679590,1,-1.0,9.0,-1.0
680457,1,7.0,-1.0,-1.0
680880,1,-1.0,4.0,-1.0
680965,1,-1.0,5.0,-1.0
681053,1,-1.0,8.0,-1.0
681227,1,-1.0,4.0,-1.0
681367,1,-1.0,0.0,-1.0
681773,1,-1.0,4.0,-1.0
681783,1,8.0,-1.0,-1.0
681936,1,2.0,-1.0,-1.0
682511,1,3.0,-1.0,-1.0
682899,1,-1.0,9.0,-1.0
